id_produto,nome_produto,categoria,categoria_produtos,preco_com_desconto,quartil_preco_com_desconto,preco_atual,quartil_preco_atual,porcentagem_desconto,quartil_porcent_desconto,valor_desconto,quartil_valor_desconto,descricao_produto
B0752LL57V,Casio MJ12D 150 Steps Check and Correct Desktop Calculator,OfficeProductsOfficeElectronicsCalculatorsBasic,produtos de escritório,440,2,440,1,0,1,0,1,Regular keys like  square root and MemoryDedicated  and Backspace Key Plastic keysIndian Comma Marker for easy reading of numbers in Lakh  Crore Can be set to show numbers in Million  Billion alsoOperation symbol on display   x  indicates the status of operation you are currently performingKey Rollover Key operations are stored in a buffer so nothing is lost even during highspeed inputDual Powered  Solar  Battery Solar powered when light is sufficient battery powered when light is insufficientProduct Dimension 301H x 123W x 140D
B07LFQLKFZ,Parker Moments Vector Timecheck Gold Trim Roller Ball Pen Black,OfficeProductsOfficePaperProductsPaperStationeryPensPencilsWritingSuppliesPensRefillsLiquidInkRollerballPens,produtos de escritório,420,2,420,1,0,1,0,1,Mode Roller ball penPen opening mechanism Cap offcap onInk color Blue warranty 2 yearsCountry of Origin India
B08HQL67D6,OFIXO MultiPurpose Laptop TableStudy TableBed TableFoldable and Portable WoodenWriting Desk Wooden,ComputersAccessoriesAccessoriesPeripheralsLaptopAccessoriesLapdesks,acessórios de computador,599,2,599,1,0,1,0,1,MULTIPURPOSE LAPTOP DESK OFIXO Laptop bed tray is perfect lap desks for work watching movies reading books study games eatingall could be done in the bed The foldable laptop desk is suitable for almost all sizes of laptops tablets and phones You can also put the laptop bed table on the sofa floor couch  perfect for online school classes  work from home from the comfort of your bedUSER FRIENDLY  COMFORTABLE  NONSLIP DESIGN With scientific engineering design and curved sturdy edges makes this table very strong and durableCUP HOLDER  TABLET SLOT OFIXO lap desk is designed with a solid cup holder for possible cup tipping avoiding soiling your bed or couch The long slot on the lap desk serves as a holder for smartphone tablet and pen making the table helpful for work and entertainmentBUILTTOLASTThe foldable laptop table is made of medium density fiberboard MDF and sturdy solid board and imported decorative upper Our laptop desk is durable and scratchresistant Besides it has wellcoated metal legs and ergonomic round edges that maintain stability The laptop bed stand is very light and easy to carry allowing you to easily complete work on the bed sofa or floorFOLD OUT DESIGN SAVING SPACES FOLDING SIZE The foldable laptop desk does not need to be installed and can be used directly when opened The laptop portable lap desk is very practical you can put it on the bed sofa or on the floor when you go out camping you can also bring it and it can be used as a small picnic table
B012ELCYUG,Preethi MGA502 04Litre Grind and Store Jar White stainless steel Set of 1,HomeKitchenKitchenHomeAppliancesSmallKitchenAppliancesSmallAppliancePartsAccessoriesStandMixerAccessories,casa e cozinha,635,2,635,1,0,1,0,1,Country of Origin IndiaCapacity 04 liters Material Poly SteelMachine ground and polished blades for quick grindingIncludes Jar 04 liters and Transparent lidHigh grade nylon couplers for smooth trouble free usageWarranty 1 year on productHigh grade stainless steel jars and blade
B071VMP1Z4,LRIPL Compatible Sony Bravia LCDled Remote Works with Almost All Sony ledLCD tvs,ElectronicsHomeTheaterTVVideoAccessoriesRemoteControls,eletrônicos,399,2,399,1,0,1,0,1,Before Order Please Match Your Remote With Image ShownCompatible Sony Bravia LEDLCD RemoteEasy to useSoft Rubber KeypadBest Quality Plastic Body
B00R1P3B4O,Fujifilm Instax Mini Single Pack 10 Sheets Instant Film for Fuji Instant Cameras,ElectronicsCamerasPhotographyAccessoriesFilm,eletrônicos,549,2,549,1,0,1,0,1,10 sheets of Instax film compatible with Fujifilm Mini cameras Mini 8 Mini9 Mini 11 Mini 90 Mini 40 Liplay and Mini Link PrinterMini films comes with superb grain quality which produces vibrant colors and natural skin huesPress the button and capture your moment of joy which develops instantly into beautiful picturesFilm size  54w x 86h mmPicture size  46w x 62h mmNumber of prints  10 per packCountry of Origin Japan
B01F25X6RQ,Samsung Ehs64 Ehs64Avfwecinu HandsFree Wired In Ear Earphones With Mic With Remote Note White,ElectronicsHeadphonesEarbudsAccessoriesHeadphonesInEar,eletrônicos,499,2,499,1,0,1,0,1,In Ear Volume ControlDesign Canal phoneHeadphone Jack 35mm6 months warranty
B008FWZGSG,Samsung Original Type C to C Cable  328 Feet 1 Meter White,ComputersAccessoriesAccessoriesPeripheralsCablesAccessoriesCablesUSBCables,acessórios de computador,599,2,599,1,0,1,0,1,USB TypeC to TypeC cable with universal compatibility1m Length  Reversible designHigh Speed DataCharging with USB 20
B008FWZGSG,Samsung Original Type C to C Cable  328 Feet 1 Meter White,ComputersAccessoriesAccessoriesPeripheralsCablesAccessoriesCablesUSBCables,acessórios de computador,599,2,599,1,0,1,0,1,USB TypeC to TypeC cable with universal compatibility1m Length  Reversible designHigh Speed DataCharging with USB 20
B00E9G8KOY,HUL Pureit Germkill kit for Classic 23 L water purifier  1500 L Capacity,HomeKitchenKitchenHomeAppliancesWaterPurifiersAccessoriesWaterPurifierAccessories,casa e cozinha,600,2,600,1,0,1,0,1,Compatible only for Pureit Classic 23 Liter water purifierGermkill Kit GKK Capacity  1500 LitersThe Germkill Kit GKK contains 3 Parts  Activated Carbon Germkill Processor and PolisherActivated Carbon Filter  Removes harmful parasites  pesticidesGermkill Processor  Uses programmed Germkill technology to remove invisible harmful viruses  bacteriaPolisher  Removes chlorine odor along with other impurities to purify water and improve its tasteFor GKK replacement instructions refer to the user manual pdf in Product guides  documents section
B00K32PEW4,Casio MJ120D 150 Steps Check and Correct Desktop Calculator with Tax Keys Black,OfficeProductsOfficeElectronicsCalculatorsFinancialBusiness,produtos de escritório,535,2,535,1,0,1,0,1,Dedicated Tax keys for calculation of price plus tax tax amount Price less taxMarkUp All the markup capabilities of an adding machine for simplified cost and profit calculationsRegular keys like  square root and Memory Screen Size 229W x 94L mmDedicated  and Backspace KeyIndian Comma Marker for easy reading of numbers in Lakh  Crore Can be set to show numbers in Million  Billion alsoOperation symbol on display   x  indicates the status of operation you are currently performingKey Rollover Key operations are stored in a buffer so nothing is lost even during highspeed input
B08SJVD8QD,CARDEX Digital Kitchen Weighing Machine Multipurpose Electronic Weight Scale With Back Lite LCD Display for Measuring Food Cake Vegetable Fruit KITCHEN SCALE,HomeKitchenKitchenHomeAppliancesSmallKitchenAppliancesDigitalKitchenScales,casa e cozinha,379,2,389,1,"0,03",1,10,1,Kitchen Scale is Compact portable and easy to use It has tare zero functionCapacity 500g 1000g 3000g 5000gAutomatic Zero resetting and automatic switch off in 3 secondsLow power low battery and overload indicatorEquipped With a High Precision Strain Gauge Sensor System
B014SZPBM4,Duracell Ultra Alkaline D Battery 2 Pcs,ElectronicsGeneralPurposeBatteriesBatteryChargersDisposableBatteries,eletrônicos,380,2,400,1,"0,05",1,20,1,Long Lasting Power GuaranteedOur best battery suited for everyday devices with extra performance for high drain devicesDuralock technology keeps unused Duracell batteries fresh and powered for up to 10 years in ambient storageAvailable in AAA AA C D and 9V sizes
B00SMFPJG0,Kent Gold Optima Gold Spare Kit,HomeKitchenKitchenHomeAppliancesWaterPurifiersAccessoriesWaterCartridges,casa e cozinha,649,2,670,1,"0,03",1,21,1,Color WhiteFor gold gold kool star and optima models1 UF membrane  1 activated carbon pack  1 sediment filtersMembrane life 4000L
B00AXHBBXU,Casio FX82MS 2nd Gen NonProgrammable Scientific Calculator 240 Functions and 2line Display Black,OfficeProductsOfficeElectronicsCalculatorsScientific,produtos de escritório,522,2,550,1,"0,05",1,28,1,2nd edition comes with same features and new sleek design with curved edges which makes it compact and easy to carryTrigonometrical Logarithmic Permutation Combination and many other mathematical FunctionsColour coded keypad for easy key differentiationDrop resistant body with water resistant printing on KeysWorks on one AAA Pencil BatteryComes with slideon hard case3 Years All India Manufacturer Warranty
B078XFKBZL,Prestige Clean Home Water Purifier Cartridge,HomeKitchenKitchenHomeAppliancesWaterPurifiersAccessoriesWaterCartridges,casa e cozinha,600,2,640,1,"0,06",1,40,1,The Activated Carbon Media Traps And Destroys The Microbes In The Water And Removes The Unwanted Chemicals In ItMaking It Safe To DrinkThe Cartridge DoesnT Just Remove Harmful Pathogens As Per Usepa Guidelines But Also Removes Odour
B08CYPB15D,HP 805 Black Original Ink Cartridge,ComputersAccessoriesPrintersInksAccessoriesInksTonersCartridgesInkjetInkCartridges,acessórios de computador,717,2,761,1,"0,06",1,44,1,Cartridge color BlackYield 120 pagesInk type Pigmentbased ink cartridgeCompatible with printers HP DeskJet Plus AllinOne 4121 4122 4123 HP DeskJet AllinOne 2720 2721 2722 2723 2729 2332 2330 2331 2333 HP DeskJet 1212 1210 1211 1213
B083342NKJ,MI Braided USB TypeC Cable for Charging Adapter Red,ComputersAccessoriesAccessoriesPeripheralsCablesAccessoriesCablesUSBCables,acessórios de computador,349,2,399,1,"0,13",1,50,1,1M Long Cable Usb 20 Type ABraided Usb Type C CableToughened JointsStrong And SturdyCountry Of Origin China6 Months Warranty
B083342NKJ,MI Braided USB TypeC Cable for Charging Adapter Red,ComputersAccessoriesAccessoriesPeripheralsCablesAccessoriesCablesUSBCables,acessórios de computador,349,2,399,1,"0,13",1,50,1,1M Long Cable Usb 20 Type ABraided Usb Type C CableToughened JointsStrong And SturdyCountry Of Origin China6 Months Warranty
B00Y4ORQ46,Logitech H111 Wired On Ear Headphones With Mic Black,ElectronicsHeadphonesEarbudsAccessoriesHeadphonesOnEar,eletrônicos,745,2,795,1,"0,06",1,50,1,ADJUSTABLE HEADBAND This sturdy yet lightweight stereo headset has a broad range of adjustment Ultrasoft foam ear cushions provide hours of comfortROTATING MICROPHONE The boom mic can rotate 180 to be worn on the left or right and tucked out of the way when youre not using it The flexible mic can be positioned for better voice capture and background noise reductionMULTI DEVICE HEADSET WITH NOISE CANCELLING MICThe simple way to start talking when using computers smartphones and tablets Features a standard 35mm audio jack and is compatible with most operating systems and platforms Get just what you need to hear and be heard clearlySTEREO SOUND Enjoy clear audio for calls music and games A reliable headset for daily audio including video calls with family or colleagues Frequency response Headset 20 Hz  20 KHz35MM AUDIO JACK CONNECTIONSimply plug the 35mm jack into your computer smartphone or tablet and youre ready to talkSYSTEM COMPATIBILTYComputers smartphonestablets WindowsMacChrome OS  more
B083342NKJ,MI Braided USB TypeC Cable for Charging Adapter Red,ComputersAccessoriesAccessoriesPeripheralsCablesAccessoriesCablesUSBCables,acessórios de computador,349,2,399,1,"0,13",1,50,1,1M Long Cable Usb 20 Type ABraided Usb Type C CableToughened JointsStrong And SturdyCountry Of Origin China6 Months Warranty
B008YW8M0G,Bajaj DX7 1000W Dry Iron with Advance Soleplate and Antibacterial German Coating Technology White,HomeKitchenKitchenHomeAppliancesVacuumCleaningIroningIronsSteamersAccessoriesIronsDryIrons,casa e cozinha,775,2,875,2,"0,11",1,100,1,Nonstick coated golden color sole plateSuper clean finish with pleasant aestheticsCool touch body with comfortable hand gripLight weight and 360 degree swivel cord Material  PlasticThermal fuse for safetyWarranty 2years on productPower 1000 watts
B003B00484,Duracell Plus AAA Rechargeable Batteries 750 mAh Pack of 4,ElectronicsGeneralPurposeBatteriesBatteryChargersRechargeableBatteries,eletrônicos,399,2,499,1,"0,2",1,100,1,Duracell Rechargeable AAA 750mAh batteries stay charged for up to 12 months when not in useUnused Duracell Rechargeable AAA 750mAh batteries are guaranteed to last 3 yearsDuracell Rechargeable AAA 750mAh batteries come precharged ready to useDuracell Rechargeable AAA 750mAh batteries can be recharged 100s timesSuited for regularly used devices like wireless mouse or babyphoneThey are available in AA 1300mAh and AAA 750mAh sizesThey work in any NiMH charger
B085CZ3SR1,Mi 10W Wall Charger for Mobile Phones with Micro USB Cable Black,ElectronicsMobilesAccessoriesMobileAccessoriesChargersWallChargers,eletrônicos,499,2,599,1,"0,17",1,100,1,Output Power  10W with upto 480 mbps data transfer speed via the cable Input port  50  60 HzCompatible with all devices with micro USB port charging port including smart phone bluetooth headsets speakers smartwatches powerbanks Output Current  2 A Customer Care 18001036286
B08VGDBF3B,Kuber Industries Round Non Woven Fabric Foldable Laundry BasketToy Storage BasketCloth Storage Basket With Handles Capicity 45 Ltr Grey  BlackKUBMART11446,HomeKitchenHomeStorageOrganizationLaundryOrganizationLaundryBaskets,casa e cozinha,395,2,499,1,"0,21",1,104,1,PACKAGE CONTAIN 1 Piece Laundry BasketMATERIAL Non Woven COLOR Grey  blackPRODUCT DIMENSION 37 x 37 x 49 CMEASILY FOLDABLE Builtin handles for easy transport from the hamper to your washing machine Easily folds open to put into use and quickly folds flat for home storage when not in useEasy To Use This is a multipurpose organizer that can be used for keeping various things You can set a few bags for various items such as office clothes home clothes daily essentials and many more This will help you get the things and will also save time in reorganization
B00LM4W1N2,Parker Classic Gold Gold Trim Ball Pen,OfficeProductsOfficePaperProductsPaperStationeryPensPencilsWritingSuppliesPensRefillsRetractableBallpointPens,produtos de escritório,480,2,600,1,"0,2",1,120,1,Parker Classic Gold GT has a tungsten carbide ball tip to ensure smooth speedy writing allowing just the right amount of ink flowIt comes with a Streamlined style with clean lines for a fresh take on the Parker Classic designParker Classic Gold GT features a push mechanism closer and closes with a satisfying clickThe Pen that Matches your style and gives you a smooth writing experience you can write wherever and however you want and comes with 2 Years warranty against manufacturing defectsInk Colour  Blue
B015ZXUDD0,Duracell Rechargeable AA 1300mAh Batteries 4Pcs,ElectronicsGeneralPurposeBatteriesBatteryChargersRechargeableBatteries,eletrônicos,479,2,599,1,"0,2",1,120,1,Duracell Rechargeable AA 1300mAh batteries stay charged for up to 12 months when not in useUnused Duracell Recharge Ultra batteries are guaranteed to last 5 years and Guarantee starts from the Date of PurchaseDuracell Rechargeable AA 1300mAh batteries come precharged ready to useDuracell Rechargeable AA 1300mAh batteries can be recharged 100s timesSuited for regularly used devices like wireless mouse or babyphoneThey are available in AA 1300mAh and AAA 750mAh sizesThey work in any NiMH charger
B08CHZ3ZQ7,Redgear A15 Wired Gaming Mouse with Upto 6400 DPI RGB  Driver Customization for PCBlack,ComputersAccessoriesAccessoriesPeripheralsPCGamingPeripheralsGamingMice,acessórios de computador,599,2,799,1,"0,25",1,200,1,Compatibility Redgear A15 is compatible with PCs laptops notebooks and other devices with a similar inputMulti Programmable Buttons The Redgear A15 is designed with multi programmable buttons and also has durable and semi honeycomb design for a better gripUpto 6400 DPI With Redgear A15 you can experience a DPI change of upto 6400RGB Lighting A15 comes equipped with customizable RGB modeOther Features It comes with a gaming grade sensor for quick movements and reflexes It also has extra durable switches and enhanced build quality to increase the durability of the mouse
B07YWS9SP9,Zebronics ZEBNC3300 USB Powered Laptop Cooling Pad with Dual Fan Dual USB Port and Blue LED Lights,ComputersAccessoriesAccessoriesPeripheralsLaptopAccessoriesCoolingPads,acessórios de computador,599,2,999,2,"0,4",2,400,2,Zebronics Zeb NC3300 USB powered laptop cooling pad Speakers NoLight in weight has dual 120mm fan with Blue LED lights dual USB portsIt has silent operation and retractable stand for easy usage1 year carry in to service center
B09RQRZW2X,7SEVEN Compatible Vu Smart Tv Remote Control Suitable for Original 4K Android LED Ultra HD UHD Vu Tv Remote with Non Voice Feature without google assistant,ElectronicsHomeTheaterTVVideoAccessoriesRemoteControls,eletrônicos,499,2,899,2,"0,44",2,400,2,Compatible Devices Highgrade remote control Compatible with Vu LED  LCD TV Remote Control Same Model Only Farther transmitting distance stable performance Replaces your damage or old one and covers all the functions of the original remoteMaterial Durable Quality Plastic Body and Premium quality SoftPower Source This remote works on 2 x AAA Batteries But the BATTERIES ARE NOT INLCUDED Use Good Quality Batteries for Longer Life of RemotePackage Content You will receive a Vu LED  LCD TV compatible Television Remote Control The Remote comes in 7SEVEN Packaging Box Batteries not includedDisclaimer PLEASE MATCH THE IMAGE With Your Existing Remote Before Placing The Order Please Use New Batteries
B07GNC2592,Portronics CLAMP X CarVent Mobile Holder 360 Degree RotationalBlack,ElectronicsMobilesAccessoriesMobileAccessoriesAutomobileAccessoriesCradles,eletrônicos,599,2,999,2,"0,4",2,400,2,CLAMP X a patented Universal mobile Holder with cradle to hold any Smartphone up to 6 inches in the car AC Air VentALL WEATHER It is designed to with stand extreme weather conditions hot or cold Designed to secure your phone on smooth and bumpy roadsEASY TO USE Simply press the button on the back to open the sides of the mount to fit your size phoneDESIGNED FOR DRIVING SAFETY Now you can drive safely while viewing directions on the Google Map or can talk on speaker phoneFLEXIBLE YET STABLE Enjoy the convenience of 360 Degree Rotation of your device to suit the view you want6Months Manufacturing Warranty
B083GQGT3Z,Caprigo Heavy Duty TV Wall Mount Stand for 12 to 27 inches LEDLCDMonitor Screens Full Motion Rotatable Universal TV  Monitor Wall Mount Bracket with Swivel  Tilt Adjustments Single Arm  M416,ElectronicsHomeTheaterTVVideoAccessoriesTVMountsStandsTurntablesTVWallCeilingMounts,eletrônicos,399,2,799,1,"0,5",3,400,2,TV  Monitor Wall Mount Compatibility  12 To 27 inch LEDHDQLEDLCDUHD3D4KMonitorCurvedSmart Screens From All Universal Brands Like Samsung BenQ LG Acer Dell Sony Lenovo HP ViewSonic Asus Hisense Kevin Sanyo Shinco Elara Xiaomi Mi VU Adsun iFalcon Realme Vise Croma Kodak Mitashi Thomson Videocon Phillips  EtcVESA Compatibility  50 x 50 mm 5 cm x 5 cm 75 x 75 mm 75 cm x 75 cm And 100 x 100 mm 10 x 10 cm Vesa Is The Distance Between The Four Wall Mounting Screw Holes On The Back Of Your TVMonitor ScreensComplete Viewing Flexibility  Full Motion Rotatable TV  Monitor Mount Having The Following Specifications  Tilt   15 Up  Down  Swivel Rotation   90 Left  Right  Maximum Distance From Wall When Extended  7 inch  Minimum Distance From Wall When Retracted  2 inchHeavy Duty Build  Premium Heavy Duty Wall Mounting Stand Built With Solid Heavy Gauge Material  Offering A Superior  Solid And Rugged Build Durable Stand With Long Lasting Life Solid  Sturdy And Thick Metal Construction For Added Safety And Strength Professional Grade TV Wall Stand With Best In Class Features For Youre Premium Television And Monitor Screens Maximum Weight Loading Capacity Of 10 KgsEasy  Quick Installation  Super Easy And Quick To Install Wall Stand Simple 3 Step Installation Procedure So Your Screen Can Be Wall Mounted Within 5 Minutes Standard Universal Screw Set Provided In Kit To Make Your Installation Procedure A Breeze Standard Screws Compatible With Most Of The Latest TV  Monitor ScreensMost Compatible TV  Monitor Screen Sizes Are  27 inches 26 inches 25 inches 245 inches 24 inches 238 inches 235 inches 23 inches 22 inches 21 inches 205 inches 20 inches 19 inches 185 inches 18 inches 17 inches 16 inches 14 inches  12 inchesBox Contents  Wall Mount x 1  Universal Standard Screw Set x 1
B09CMQRQM6,Ambrane Fast 100W Output Cable with TypeC to TypeC for Mobile Laptop Macbook  Table Charging 480mbps Data Sync Speed Braided Cable 15m Length ABCC100 BlackGrey,ComputersAccessoriesAccessoriesPeripheralsCablesAccessoriesCablesUSBCables,acessórios de computador,499,2,899,2,"0,44",2,400,2,Stay ahead and never miss out with a 5A fast charging speed for your devicesIt supports Power Delivery technology PD to keep your devices boosted up with powerAlways stay ahead in the power league with a 100W power transferIts sturdy cord is tough enough to withstand 10000 bendsCrafted for convenience it allows you to charge and sync data with just one cableIt is widely compatible with all types of TypeC enabled devices and even laptops that have a TypeC portWe take pride in stating that this product is Made in India at our manufacturing facility in HaryanaIt comes with a 6 months warranty against manufacturing defects For any issue please contact 911145911111 or carea
B09XJ1LM7R,7SEVEN Compatible for Tata Sky Remote Original Set TopHD Box and Suitable for SD Tata Play setup Box Remote Control,ElectronicsHomeTheaterTVVideoAccessoriesRemoteControls,eletrônicos,399,2,799,1,"0,5",3,400,2,Compatible All model of dth SD  HD  HD Plus  4K DTH Set Top BoxPlug  Play This is a Universal dth Remote  Also Works with All LED LCD TV Pairing Required in some modelsImportant This remote doesnt have feature of recording key and respectively wont support for recording functionSuggestion For best performance please insert new batteries before using Batteries Not IncludedCaution This is an Imported Generic Product  Not Original Remote By TataSky
B01DEWVZ2C,JBL C100SI Wired In Ear Headphones with Mic JBL Pure Bass Sound One Button Multifunction Remote Angled Buds for Comfort fit Black,ElectronicsHeadphonesEarbudsAccessoriesHeadphonesInEar,eletrônicos,599,2,999,2,"0,4",2,400,2,JBL Signature SoundLightweight and Comfortable  The 3 sizes of ear tips SML that are included allow you to choose a size that gives you the most comfortable listening experience even for longer listening periodsJBL Signature Sound Frequency range2020kHzDriver sensitivity1003dBSPL 1mWMaximum SPL5mWExtra Deep Bass Troubleshooting steps  Kindly ensure 35mm port on Host device is clean and dust free and 35mm jack of the earphone is adequately inserted inside the input device portNoise Cancelling MicrophoneOneButton Universal Remote with MicQuick Launch Access to Google Assistant  Siri
B01DEWVZ2C,JBL C100SI Wired In Ear Headphones with Mic JBL Pure Bass Sound One Button Multifunction Remote Angled Buds for Comfort fit Black,ElectronicsHeadphonesEarbudsAccessoriesHeadphonesInEar,eletrônicos,599,2,999,2,"0,4",2,400,2,JBL Signature SoundLightweight and Comfortable  The 3 sizes of ear tips SML that are included allow you to choose a size that gives you the most comfortable listening experience even for longer listening periodsJBL Signature Sound Frequency range2020kHzDriver sensitivity1003dBSPL 1mWMaximum SPL5mWExtra Deep Bass Troubleshooting steps  Kindly ensure 35mm port on Host device is clean and dust free and 35mm jack of the earphone is adequately inserted inside the input device portNoise Cancelling MicrophoneOneButton Universal Remote with MicQuick Launch Access to Google Assistant  Siri
B07VNFP3C2,Prestige 15 Litre Kettle 1500watts Red,HomeKitchenKitchenHomeAppliancesSmallKitchenAppliancesKettlesHotWaterDispensersElectricKettles,casa e cozinha,749,2,1245,2,"0,4",2,496,2,Warranty 1 year warranty provided by the manufacturer from date of purchaseMax 3 differentiators great features  iautomatic cutoff ii 360 degree swivel base iiisingle touch lid locking Lockable LidYesPower 1500 watts VoltageV 230Capacity 15 liters  Power 1500 wattsCustomer should not wash the base of the kettleFor queries please call our customer care on all days from 8AM  8PMCustomer should not fill the kettle above the maximum limit mentioned inside the kettle it they overfill at the time of boiling water will touch the lid and due to the heat plastic smell might come and also due to overfilling leakage will happen
B01M72LILF,Logitech M221 Wireless Mouse Silent Buttons 24 GHz with USB Mini Receiver 1000 DPI Optical Tracking 18Month Battery Life Ambidextrous PC  Mac  Laptop  Charcoal Grey,ComputersAccessoriesAccessoriesPeripheralsKeyboardsMiceInputDevicesMice,acessórios de computador,799,2,1295,2,"0,38",2,496,2,Enjoy the sound of silence With the same click feel and over 90 noise reduction on the click sound enjoy a quiet experience for yourself and those around you Plus it has feet made of high performance material and a rubber wheel for quiet gliding and scrollingEnjoy a wireless connection up to 33 feet 10m away thanks to a plugandforget nano receiver M221 SILENT features Logitech Advanced Optical Tracking for ultra precise moves on almost any surface No hassle no software needed Works with Windows Mac Chrome OS or Linuxbased computers Actual wireless range may vary based on use settings and environmental conditionsWith 18month of battery you can go longer between battery changes thanks to energy efficient engineering Plus M221 SILENT automatically puts itself to sleep when not in use Battery life may vary based on user and computing conditionsAmbidextrous design offers more comfort and precision than your touchpad Its small size is perfect to toss in a bag and go
B07NCKMXVZ,StyleHouse Lint Remover for Woolen Clothes Electric Lint Remover Best Lint Shaver for Clothes,HomeKitchenKitchenHomeAppliancesVacuumCleaningIroningIronsSteamersAccessoriesLintShavers,casa e cozinha,455,2,999,2,"0,54",3,544,2,REJUVENATE FABRICS  KEEP TIDY  Restore your clothes and fabrics to a fresh new look Powerful engine can easily and gently remove fluffs lints pilling fuzzes and bobbles from fabrics like bed sheets cushions sweaters woolen coats curtains carpets and moreMAKE ALL FABRICS LOOK BRAND NEW Even the highest quality of fabrics require a little rejuvenation every now and then and this Fabric Shaver features a sharp stainless steel razor blade that will make quick work of damaged fabrics and make them look good as newERGONOMIC DESIGN WITH A BATTERY POWERED MOTOR Specially designed and lightweight with a 180 handle so its easy to grip while you efforlessly defuzz your fabrics at any angle The motor generates a strong suction when the blades are rotating for maximum effectEASY TO USE Simply push the switch on button and gently skim it across the fabric in a circular motion to remove all the unwanted excess Once the fabric is back to pristine condition the excess tray slides out to empty The expanded blade surface covers a larger area finishing the job quicker and easierDUAL PROTECTION The adjustable height spacer protects your garments from being cut or snagged or caught It also protects and reinforces your hands from accidentally touching the shaver foil A cleaning brush is included in the pack to help you easily clean your appliance after use
B08D6RCM3Q,PrettyKrafts Folding Laundry Basket for Clothes with Lid  Handle Toys Organiser 75 Litre Pack of 1 Mushroom Print,HomeKitchenHomeStorageOrganizationLaundryOrganizationLaundryBaskets,casa e cozinha,355,2,899,2,"0,61",3,544,2,MULTIFUNCTIONAL LAUNDRY BAG  Useful for homes apartments bathroom students dormitory and hostels Also help you to store other stuff such as umbrellas toys shoes etc Make your room look clean tidy and save spaceNeeds no assembly  Folds when not in use Volume 75 litre Package contains 1 Laundry BasketHIGH QUALITY  Made from nonwoven fabric with strong durable stitching which is environmentally friendly durable wear and tearresistant fabric antiwrinklefree lightweightFOLDABLE STORAGE CONTAINERS  This box is foldable for spacesaving easy to set up and convenient to carry Can be folded when not in useDimension Length15inch x Width14inch x Height215inchREMOVABLE LID  Laundry Box comes with the matching Lid to prevent dust from settling on the stored contents while bringing a decorative look
B088ZTJT2R,Havells Immersion HB15 1500 Watt White Blue,HomeKitchenHeatingCoolingAirQualityWaterHeatersGeysersImmersionRods,casa e cozinha,719,2,1295,2,"0,44",2,576,2,Nickel plating for corrosion resistanceThermal Cut Off  NoEfficient heat transfer heating element Power 1500 watts Operating Voltage 220  230 volts Rated Voltage 50 Hz ACTouch protection coverElegant  Sturdy bucket hookISI marked 3 pin modeled plugWaterproofHeating Indicator
B0BCVJ3PVP,SupCares Laptop Stand 7 Height Adjustable Aluminium Ventilated Foldable Portable Laptop Holder for Desk  Table Mount Upto 156 inch Laptop with Carry Pouch Silver,ComputersAccessoriesAccessoriesPeripheralsLaptopAccessoriesLapdesks,acessórios de computador,499,2,1299,2,"0,62",3,800,2,It features 7 height adjusting ergonomic office desk improvement laptop stand which improves your sitting posture Scientifically designed to help you balance youre sitting posture keeping your back straight neck relaxed and wrists natural even after long work hoursLightweight design comes with a portable storage bag It can be put into a backpack or laptop bag and taken to cafe office or meetingDesigned for minimizing excessive heating of you Office Personal or Gaming laptop PC by increasing airflow Cooler the laptop better the performance and less power consumptionLaptop stand using the principle of triangular fixing and computer stand is made of premium aluminium alloy the whole structure is very sturdy There are no wobbles when you type on it And can absorb and discharge heat easily Supports up to 20 kg weight on topOpen hollow design  the open hollow increase the significantly airflow around the areas of laptop most vulnerable to overheating preventing your laptop from overheating during use Compatibility laptop tablet stand supports most devices from 10 inch to 156 inches such as MacBook ThinkPad surface Chromebook iPad pro etc 116inch 12inch 133inch 15inch  156inch laptop standIt is made of anodised aluminium metal which is 3times sturdy that could be the most solid desk stand you ever hadCompatible with laptops of all brands such as Apple MacBook Dell HP Lenovo Asus MSI Acer Microsoft Surface Razer Samsung etc
B07L8KNP5F,ZEBRONICS ZebThunder Bluetooth Wireless Over Ear Headphone FM mSD 9 hrs Playback with Mic Black,ElectronicsHeadphonesEarbudsAccessoriesHeadphonesOnEar,eletrônicos,599,2,1399,2,"0,57",3,800,2,Comfortable Design Beat the workday blues with music on ZebThunder wireless headphone that comes in an ergonomic design a perfect fit and design for long hours use Microphone sensitivity 40dB 1dBSoft  comfortable earcups Listen to music podcasts and more for long hours with soft ear cups making it super comfortable for daily wearAdjustable headband Adust your headband to your comfortable best while you work or listen to music Charging time 15H9hrs Playback Time Fall in love with the audio experience with 9 hours of playback time to keep you going Sensitivity  113dB 3dBSuperior Sound Quality Magnify every speck of sound with superior sound quality on ZebThunder wireless headphone Microphone impedance  12k Call Function Enjoy online conference online classes calls handsfree with a built in mic on the headphoneMulti Connectivity Options Be spoilt for choice with multiconnectivity options like like BT 35mm AUX input FM and MicroSD cardCountry of Origin China
