id_usuario,nome_usuario,id_avaliacao,id_produto,classif_do_produto,quartil_classif_do_produto,qtd_votos,quartil_votos,resumo_avaliacao,avaliacao_completa,imagem_produto,link_produto
AHHR537KLQY7CNKPQSL3SFUGQFYQAEWMRBC2Q3TOCF3OZ7VTXRKVOTTQAFTBMFB3LZBJXYM733IX6RA4Y32QAHKHDU6SJT2ATWB6NYREQFI7LMKAAF6IWYXBJGKC5NQHDZRGTUYY52MQAFTGMTBHSESALH3N64ZDYSK7ZQ6AAF2DRT4YNZ7JK3TM7IYG7T7GWCAQAHVZEZBMHZ3FEKFYLCZUWSDJH7PA,Nirupma KumariAbhijeet SinghMukulpalakAmritAmit ChawlaniANKIT VERMAR M KATIYAR,R1EU51LVE60B7CR18PRSQIFU4R7MR19E4QY5JWKCDDR3KJZPFCPU10HYR7IC04YHLBUXZR1O3ABBLOBUAOQR3U5F3UJMK0DZPRS0ZV034M4T2G,B0BK1K598K,"4,2",3,900,1,Good product removes lint efficientlyGood product Does job wellA recommended productEasy to useGood productThe Product Is Very Useful Thanks To AgaroGood lint removerNice product,I have been using this product from past few days and it removes lint very efficiently Very handy to use However sometimes some lint remains below blades and not completely expelled but after cleaning it works fine Overall Ill be giving it 4starA good productwould recommend to purchase a branded product than a non branded productReally like the productOverall good productAgaro Is The BestIts a nice product working just fine without any issues and built quality is nice as wellWireless product,Ausente,Ausente
AGH3POHLPXABF3I4ASSGTRXAUPPAAEHVZHMJQYG456XUPYSWK7PWAJAAAFBPPGDHU5S2IR5WEPYWGR4ABK4QAGEYWCB2JWQR7C3RF2SEK26PTK2AAGWXGUALH6VESAYTZGWBZBUDTWFAAHCG74BCEDINDMRYYF2QPYY3OHJQAHHGEASO3BOC2ET23MDU64DKQ5OQAF7TKY6E2EO7NSSPHFYFGE4FJDOA,nisarPralipta Kumar SahooVimal kumar g sAmazon CustomerAmazon CustomerAmith Kumar MEkant SharmaK R S,R25WW5K08CGVXVR1229K72SC8VW6R3G7X6LSJFGFXPR19IPICAE9A24QR1J0JL7TOG1YNER37NLAA34276Y9R13G1K0IPVB3EAR188FGJWORTDSC,B0B4DT8MKT,"4,2",3,656,1,NiceAwesomeQuick not chargerExpensive at this priceMultiple mobile cant be charged at a timeTHIS IS FAST CHARGING ON BOTH MY SAMSUNG PHONES AND IPHONE TOO Go for it Excellent qualityCHARGING CABLE,GoodGot a nice productQuick not chargerCable is very good and looks durable but the pins quality are not good infact iPhone pin keep coming out even with small movement You can drive and charge simultaneously Type C is good and the other pin is very hard to insert but workableThis not a fast charger and cant be used for data transfer Multiple mobile cant be charged at a timeThis works as expected It is working for both my Samsung phones and the lightning cable also works perfectlyI loved this product for my car Its long and quite valuable for charging three mobiles together in one goGOOD PRODUCT,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/313uqx3djjL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/WeCool-Unbreakable-Charging-Purpose-iPhone/dp/B0B4DT8MKT/ref=sr_1_64?qid=1672909126&s=electronics&sr=1-64
AH34W5DLRK5DLTLP73YKFLTTKWAQAE7KUNNQKS6JSHH7QVFPPRKCS4BQAEEWMW6LV5AVBCW6OTUO2TRYKY2AAFYNKZR2T74OJU2LN2FKK7FM5BLQAEE3BW7DUIDZY367EH44OKNKDJDAAEVZZKWDBY3YYS4AKWTRMY7ILF3QAFSFGSG745WPTJKCZ2FOAR2DMFCAAHFYGVFMNT5FXKSBIHW7ANUJD22Q,JituShan RajBrajmohan GaurshivshameerDebasish nayak9618259608Lazy Lion Ankur,R1S57TIOL6E20FRIL69DS3C4JGCR2GWGCF8S3OWCNR1NI7YG9KNMCX2RIQHKLJ3CV86PR2SQH0UGZ9II5UR5UPOXES8HS5TR24SCGVHQZOYOA,B0BBMGLQDW,"4,2",3,47,1,Good ProductNiceCustomer service support information not found on boxValue for moneyGood productNice Best the hdmi cableExactly as discribed enchanced Quality,As mention in description its awesomeNiceGood lengthy with good Metalic body on jack side Difference cant find with older cableGreat Stuff and superb qualityGood productNice I am like the hdmi cable,https://m.media-amazon.com/images/I/41+BBk2fGcL._SX342_SY445_.jpg,https://www.amazon.in/Tuarso-High-Speed-Compatible-Television-Projectors/dp/B0BBMGLQDW/ref=sr_1_457?qid=1672909147&s=electronics&sr=1-457
AFS6NM2UFY5M77EWX5YT2KBMWBVQAEBC5L4UVUOB45BUSQHLNHGZC2JQAGF2ODSIJFBYL52VO3O77F576SGQAGYWLAKGGNH4OP5G5WPNQUJWLVPQAHNZZYO7DIGCLRTY76GJ4D5Z676AAEVYKVKVPEDFXLD5ZL2C4PYUPVUQAFZ32GLS7WFVSLNXGJBJYFJWWSUAAHBRCKJY6F5ZLV7GSUC3IXI6OSOQ,Ravinder kumarAshoktejasseemaHARSHVARDHANShubham kushwahSaurabh PatwaShreyans Jain,RWSKUEMV0AS0PR2YZOJVWTFMYAHR17E9QT7OVVJVXR3KPQIECAK271IR2UJ9SFJ6B6U93R1670TIBLR378HR14R0I9YVONH86R1FIR49JO1CT41,B0B2CWRDB1,"4,2",3,170,1,It is very goodGood productJust go for itGood productValue For MoneyGood product easy to usePressure is very good but mtr shows 115barNice Product,Product works very well easy to use i recommend to this product shakti s5 to allTo noisevary good washer product work vary well go for itPaisa vasoolAwesome Car Washer for Domestic use Good Pressure for superior cleaning But Inlet pipe should have more length than it hasGood pressure washer and easy to use  i think inlet pipe need to be more long other wise all goodPressure is very good but mtr shows 115barUsed this product for wash my roof as well as to wash my car  Product is very good with low noise and good pressure Recommend to have this product for personal use to wash your Car Floor Roof etc,Ausente,Ausente
AG7TJLDLH3HOUPRBUFW6KNUEGO4AAHTSVFP4GVBBXB6O7JU5FW3NXEJAAEREO7C5GLYYYV6YXK7X4UCCQTJQAFBZOBNNEXP2HLRKXMCEFD2RNT4AAEKKXMW4QXQMXXIHMC3AM533RJIAAHBAU2TXR72GFAVHGD4E7OTABKDAAHK4GT7INMZPE5QFGOPVQPQWOCHAAHLCHZOJ35AVEE6DYVVH6XR5D2MQ,Sreejith kschetan wASRvajreshwariRaghavandraKunal SinghsarathSujit b,R10G3GXLZIE38OR806LMS8MHN8YR10XDKD7Z4R4WLR1WTLGHP5CFLHR1JU8Q6B3XA8CBR3VN34M1FH4YAZR11NPIORD8W3HBRHOJTWXKPNHNT,B09C6H53KH,"4,2",3,387,1,SuperbReviewing after 3 months of useGood braided cableThe best cable Very useful0kDoes The Jobsuperb  Product Its fast charging cable,SuperbIm using this in my car from 3 months quality of product is as described andIts Working very good with my redme note 5proQuickly charged under 45 min 0 to 100 5000mah batteryYou just need fast chargerThe purpose of me using this is not for charging but as an attachment for a portable DAC to mobile for IEMs Build quality is really good Ends are really premium Transfers sound without as such without noticeable loss or additionsCannot comment on its durability Will update the same laterThe best you can get a bit pricey but then its not easily available in local market Thnx to duracell that they have this Its convenient if u hv reverse charging from your phone I use it for digital lock that we have on our home door0kYes its a great product for me It charges my Samsung galaxy J8 which has a USB port with the new samsung 25W charger which has a Type C port But be careful as it charges at 15W It does the job pretty well but its Made in China whereas the Samsung Charger is Made In IndiaThis thing from duracell meets the expected expectation No wonderVery good quality,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41qhsp6qcNL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/DURACELL-Type-C-Micro-braided-Charge/dp/B09C6H53KH/ref=sr_1_168?qid=1672909131&s=electronics&sr=1-168
AECUHYUPESWI2DB5JMEZQF77VWOAAE22MK2NXQD3ZARLIOL3SLD4GU6AAFV75LSQUFRY327UWQEBYQKLFSMAAEUFMJPVYKUAB34FPZ53O2EE7VNQAHAHSX35S3ZUCKX2UAB3DPGWCYJAAG2GXBIXLFJD652RYILCZS44PBAAAEPZDUAEBII7N7RRWKTPKON6HB3AAEZSW3HIRJ2OUNDQHDJEB7NMGUWQ,koustavVishal TiwariWaheeda shabnamalwin alexArjunPlaceholderishitaSVP,R12B5CYZJNMJ8UR32EKF5FX50T0CR3IN47V9QGF1K8R3CL181R3N0TCNR2ZR4F1TUAY3MTRF70HM6O98GV9RN4L9AGI1M35UR3QISO0RQ0Q3Y9,B0B8XNPQPN,"4,2",3,136,1,New userWorthy at this priceGood at dis price when comparing with other brands it is having two years of warrantyBut there is no proper owners manuel which  brief the end there operation and cooking TimeIgnore negative reviewsBest product with a reasonable priceThe best quality air fryer you can get for this priceThink before you buy,Reviewing just after a day of using this product We made French fries and chicken tikka and result is quiet impressive The recipe book and cooking tips from the given QR code is really helpful Hope it serves for a long timeNot to forget about the beautiful bottle green and golden look of ithttpsmmediaamazoncomimagesI81lT2gsd9sLSY88jpgNo detailed user manual no idea about the cooking time How to use is not describeIt works well and plastic quality is poor but it can wothstand the temperature for sure Its not a toy to look for high quality plastic And for the half the price that the other models we can ignore thatFunctionality wise its perfectJust buy itDont go for costly products as it is available in a reasonable price and it has so many great features Im happy with itPigeon never dissapointd with their quality The best way to have healthy crispy foodThe outcome of cooked is not up to the mark  The recipe book was not attached so  it is difficult to know how to cook different dishes  I tried some but outcome was bad  Definitely you will have to compromise taste if you use this appliance  Im very much worried about the current consumption  Think before you buy these air fryers,Ausente,Ausente
AG6TQFT2J2BQW67NBTLB4X6XYC5AAGGFJ5HSIY4FHH4F75FFRBJRBBTAAGMVK4LJDAES7HGNXYGUMBETQYEAAFELJW5BKK3BPKBH2GJO3MW5H2GAAEWXS2P3GWY5JZ2B2BZCIXHODFVAAGCEI7TBUUF5BXSSGXSRVT3HPCAQAF5FBSTURBSA7VGB3DPTQVQ6CXOAAEEL3YZEVV6RI67NSG7M65TCKEDA,Seyadhu HussainVikkyBGSreejithThakor shaileshkumar mafajiVignesh SSulabh mathurShashidhar N,R32DF3HCO27053R11DLOHUC77VHVR36X1KA9QU05FDR2HEFVEAZ8AIWTRR0KMPBLVAMVARPYDN6B28I73BRK6SO6RSVNLFQR3HP7I1OD5DNW4,B09ZPJT8B2,"4,2",3,64,1,Worth of moneyThere is no 8 gb storage only 28 is thereSuperb qualityGood productNice product for tcl android smart tvTCL 32inch android tv good quality and rateNice smart TvPaisa vasul,Picture  sound quality goodStorage is not 8 gb there is only 28 gbhttpsmmediaamazoncomimagesI51RmznbJjLSY88jpgGood tv i like ithttpsmmediaamazoncomimagesI71RNmGhkYLSY88jpgIts a nice smart android television support all the web OTT platformNice product worth for the price,https://m.media-amazon.com/images/I/51lDlqmDxQL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/TCL-inches-Certified-Android-32S615/dp/B09ZPJT8B2/ref=sr_1_227?qid=1672909135&s=electronics&sr=1-227
AFXZNVON4LZKKL23DAL7IPT5ZJUAAFSZKLP7O5V7SHFKRIC5YGKLI6VQAGNJT6MCU54JSU2MDPAUHNVVMPAAAETWKKRH3YG3TDQPRO72TEEGPBIQAEK4IBLWWLNYTV5TXRAIVIDWDJEQAGEU6T4TWEHPJGK7WYQEINX4NTGQAFIDAKZO3JJUEQ5XHV5DQFPWMWUQAGC2NONP26AGZYB5HR2FYRMUAJPQ,Ayush pandeyPuneet SharmaLakshayVala 18JelRj madieShresta reddyRohan halaj,R3I568NWPF5187R19KS9NAHZME09R384JBLG7VAYNPR3T6PJ40WKL2M2R2HOVG7RABKNQ7R2PVJY6ZKTLSASR2PIAZDEUTARUAR8S61DB3WGBVT,B099S26HWG,"4,2",3,419,1,Pages size is small but good qualityOkayQualityBestClassmate pulseBest paperGoodI loved it,Pages are smallOkay okayBest product but size is too smallQuality is goodGreat notebookBeast paper and springGoodhttpsmmediaamazoncomimagesI71wZSQwwaGLSY88jpg,https://m.media-amazon.com/images/I/51h6eqwfePS._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Classmate-Pulse-Subject-Notebook-Single/dp/B099S26HWG/ref=sr_1_409?qid=1672903016&s=computers&sr=1-409
AFPP23GZ4AVHPQZCTP3HRAABLJLAAHRMZ6CNNUQLTLK7V4NXSXQSUOPQAHYNWZDQUEHA3LHM2UGWGPEF5RZQAGJ4SX7KMBI7JTCLN2M2NDKHLBYQAHG274KYTUFW4U6M4Q3RXSY3PFLAAGUDFIEXE7SNZX63QNMDTVSNXB3AAGDFLPE27MVR57QZ5JFVGQXDDKSAAG6CUGEEGHQL2ZZ3VHASUJTHLORA,Siddhartha GBABU ARIFParikshit giriAdwaitAnil Kumar SinghVIKRAM RAJAIvasumathyShivam thakur,R3IUYQZ1BP7QPBR3RCM1DK0EBGWBR34I2C57PM5OA3R50BAXXBZWYIER3FJLW84WDDV2YR37IQ5X53ZJC0BR2V5FI682BEH55R12NKL4CWR1GAZ,B09CMQRQM6,"4,2",3,919,1,DurableGood ProductOkay So far so goodAn absolute bestGood cableWorth the moneyGood for charging Not good for data transfer,The cable does support fast PD charging I have tried it on my laptop and also tried it on the powerbankTested on the Samsung 45watt charger and it worked fine for the phone tried the same on charger on laptop for PD charging though it charged the laptop but the cable point does heat up quite a bit So there are chances that if a 100 watt charger is used it may heat up a lot Overall the cord is well make very sturdy and the materials indicate that this cord will be very very durable The price would could have been on the lower side due to heating otherwise its a good buyGood for buyLike itI got this for my samsung s10 lite and it is compatible with super fast charger and charged my phone in Super fast charge mode Value for money Could not post picture but product is good Far better than original Samsung cable which cost almost sameThe cable is sterdy the ends are premium Charges my One Plus 7T rapidly Great data transfers on my Macbook as well I am happy with the purchaseGood cableWorth it Quality of cable is very good Supports fast charging in Samsung Galaxy devicesIdeal for charging but not for data transfergives an average speed of 30 to 35mbps with my ssd capable of more than 100mbps transfer speed and actually gives with its provided cable,https://m.media-amazon.com/images/I/31y7uO5DU8L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Ambrane-Charging-480mbps-ABCC-100-Black-Grey/dp/B09CMQRQM6/ref=sr_1_166?qid=1672909131&s=electronics&sr=1-166
AG6AS2KLLZMPPPEKF5RIJXTMA4FAAEW6BC4YLRYKI5OZGG2TFQSVNPCQAGJHYTYSBPEBX6DRHFDVKOPUG3RQAHDOOBJBPVJQCWTNVD4L5VIQBBWAAGXWSSAGJWT437I6SEHW2DBHPAUQAHP75RDBGYFPLYD5NVTHZMNJUOAQAFBWWOUHEYFHDWJOE42DN5YWO2MQAHHRYTCXJYJCRHFUK2EPOG7I3CHQ,shammiRippy MittalKabeerKushVani PrabhanehaReena ChaharRameshwar,R1M11VMLH6I3TNR2OLOOGNHQ37ZAR3PIVKT8BNMA4GR3IEB79VMJ4KUBR2FW55EB4WH4HMRKHYI4QXIDG0BRR30YFP5QKZZZR13ATADDWQX8CT,B0BLC2BYPX,"4,7",4,54,1,Little kitchen helperAn amazing productVery good product nice to useHandy gadgetEasy to use and carry Great product Best productLight weightWill definitely save your time,The first time I tried it send the eggs and the milk cream all over the kitchen Big mess so i suggest that you try it with water in a cup or bowl to get the feel of it Then you will fall in love with this gadget Easy to clean just rinse under the tap The charge holds up just about for a job so you dont burn or heat up the motor Frothing for a cup of coffee or creaming eggs for a fluffy Omelette is easy peasy Flimsy for ruff use but hey you cant complain for the price your payingThis is nice for people who wishes for a durable device to blend and whisk their eggs  coffee milk  etc for a luxurious vibe Nice as it doesnt operate on battery but electric charge I feel the price might look steep but otherwise the product is a 1010Good product and easy to use and it very reasonable price I loved this product but it think that they have to increase the capacity of battery power except this all is goodIts a good handy product Works well and is easy to use It will definitely make your work in kitchen simplerThe product was easy to use and reachable in few minutesUseful product very good Easy to use excellentValue for moneyNd easy to use,Ausente,Ausente
AE2XBDOYDMXVHS6NWFKR363SXNEQAFEWNQ3WHCXFV334RKDY6TQV5F2AAFYHSM4NZORPAYX4P6XIV3OPZE7QAGGJTBH2YKIJVXXHKKLZGI7BDCMAAGZQ2GV6RFFSGSEEGZCEA55XSYKQAF6RMANVDWWGUPHGAQGEI523WDTAAHUDYFZ2QJF2XQNTH6OYYHJIDGHAAEOJR4XRHE3AQOTMVVOIESTP34IQ,Amos bSrimanthJATIN BHATIAPARTHIBAN LUCKYKushagra JainKarthiklokeyAkashSuresh,R3TGQK7IIJLS03RUOMB8W6YK7QRR3CFBAHDNZG57QR1C5UGJUKUS15HR3ERTH3R5JIJFVRPRA1IC9U989BR2WCM1JXL4364GR1UCY8XB55U6XH,B0B2931FCV,"3,5",1,1913,2,Good price good qualityGood for Music Bad for callsCalling experience is bad Person on other end dont get clear voiceOk for musicDecent quality Good quality and sound average bit expensiveOk productNot bad,Its a good product in this price I would hardly get any worst thing about the product as far I am using this its totally fine Battery life is good case is good looks is good and the sound is great This range this product is good If you are thinking about other companies than thats also fine First compare than buyYou will enjoy the music for sure Its loud with decent bass But if you are picking this up for calls its ok when you are in silent sapce Its definitely not a good option if you have to use them for calls during a ride or in a noisy public placesNot good for calligGood for musicYou get what you pay forDoes the job the button is very sensetive so even when you when to press them to go back right into your ears  something or the other gets happens May be its too early for me to get use to it Over all alright product for the price Bluetooth connectivity goodToo small need to be careful if ur moving aroundWell only time will answer if its worth the priceDoes not fit in earAlways fallsRest is ok,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31i5nmWFmhL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Zebronics-Zeb-Sound-N1-Bluetooth-Assistant/dp/B0B2931FCV/ref=sr_1_338?qid=1672903012&s=computers&sr=1-338
AEHOZYTOH5VUWA2Z7OB672WX4F5AAEF3QNOCDEMLINRVML6H7XIGWYPQAHX4KZVASMGQQOST4T2RAQUZTLCAAFW6K3O37RXWAJP5JDCSPNPENYDQAHELMAOGW7CMAPA6PJOO3INMBRBQAE4DX3LKPJLQMTSMMVZISY3Z4LAAAEZVKCBQBC3W5IQIFD4ZFTL6IFAQAHX47N6TUNADPXMMQKVASVBNIHJA,VaishnaviParameshKirti GuptaMousumi GanguliNikshitha SLancyKindle Customerkrishna chaudhari,R35122PFZXLW77R20F9Z88XI969ZR32BCA8W6W1KIFR8IJQ4BCU3EYBR1U0ELVGODA4FERK6G1OA2NXLKXRSPH5EIECZOR0R39210FVK81Z0W,B08ZXZ362Z,"3,5",1,2283,2,OkayUse full only kids clothesGood for beginners or minor repairsAccessoriesNot good for beginnersGood productGood for small work at homeGood product,Overall I liked the productBut disappointed with this broken itemIt is useful only small cuts like kids clothesToday I get the product In the accessory box the pin and saftypins are in that conditionIts not good for beginnersIts not that simple to stich Sometimes the machine will stuck in the middle of stitchingSewing machine is really good  Easy to use and good for beginnersOverall good item for this price Light weight and suitable for alteration work,Ausente,Ausente
AGI4CCISF6KU62HQAT2VM4GNNNJAAFRVEW4OKSGZ2FNKMBGZK6CXRLHQAH6KDBZ4SDILJZNKGSFMW3NOWMGQAFHBK5CYQFTCGBI3AI5RVFZ5XCVAAGWF4RTHPA35XFXCZZGOORF3KOTQAFU6A2VUU2NNOTDQNVKBCY7B5ISQAGBFCJ255MTTPSXYPTKWN7BLY6BAAGB4BQGMMGUSJ2SMZJDCF7WTQSQQ,vinuGoutam BanerjeeRajeesh PSheeja MolSumananupam kumari singhSourabhAmazon Customer,RTD1L3LGGMBG3R1C6Z9AXP9ICQMR3IAQHMHSD92O6R1SH5KG6YVLJ0HR2ST8W6PO0TBDRR1SD1W9T3GM23XR3J5HRLH5MG85ER302A87U6XE21L,B084BR3QX8,"3,5",1,2523,2,very good productThe replaced item is fine and working goodNice experienceGood Product For PlayStationPoor insulationNiceServes the purposeOne of the pins were broken,good product value for moneyGood productWorks Well With PlayStation 3 Must TryIt shorted from the inside There was no visible damage outside but the cable shorted from inside and sparks started to fly during ordinary useNiceLooks sturdy and better quality than the market onesOne of the pins were broken when received and I could see that inside the pins its not metal instead looks like porceline and outside alone a thin ss covering is given poor quality,https://m.media-amazon.com/images/I/41Cdc4mU7RL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/LS-LAPSTER-Accessories-Adapter-Recorder/dp/B084BR3QX8/ref=sr_1_282?qid=1672903008&s=computers&sr=1-282
AHJTLVVBATTLS7X3LPKL2MVJM6VQAF6TX2WLPW4DJJZ4DDZMEXKMVHPAAGDLLU2SF3BJPMEHUPCBCSHW7YOQAGY3ZSD5TYCTKJVVU2CUU2QS7XXQAHV25QIEQTDUMOJKQQ77WG7X3TAAAG6ISZK2C6E2PVIUWTIBAMHO4KQQAHG3XDBDEPOZ2PQAIQ7HUSSRMANAAFSJ552FEBIZBYEP7AKKXOTOGO7A,ShyamTomRajneesh  KumarBhagaban badatiyaepsdevarajMANAN DANIAmazon Customer,R3T70N2JGTAPV2R1LWQEOFIRU2NOR1YDTGG09KKA7ER2I90G9MLZ2RUPRBQKKFWRS8SOHR223TL7W5MX14PR3S3ER956A091RHWFJRSKL5O8R,B0B7DHSKS7,"3,5",1,1641,2,Good to use as a secondary mobileIts averageNot user friendly operation of nokia 8210Need invoiceGood feature phone with 4G connectivityModel for worthGoodGood feature phone but it is highly overprized,Network reception is not that great  People who call get out of coverage area message even though the phone show two bars of network The same sim and network worked fine in my smartphoneCan use this as a secondary phone or as a backup device and cannot rely on it as a primary device The only benifit which I saw on this is it supports VOLTE and can sync the contacts from Android phone which avoid manual taks of creating each contact manually Product is average It doesnt suck like the many contemporary feature phones from other brands That being said its not great either with some little annoyance noticedDont expect much as its a feature phone but then some negatives are1 Theres a voice distortion noticed occasionally when receiving calls Have to end the call  redo it then the voice is clearInitially thought it was an issue of a particular product So returned the phone  got a new oneHowever the new one also has this Have tried some methods to rectify this including switching off the volte  Till now this issue has not cropped up yet thankfully2 No notepadCome on how hard is it to give a notepad on this phone If it can do texting  contact saving how difficult is it to give a notepad to record stuffs3 No YouTubeSince theres no dedicated YouTube app tried to access it from the opera browser but to a big disappointment it cant properly load the YouTube page let alone play any videoYes its not a phone for constant YouTube watching But since its a very important site not only for entertainment but also for information  news it would have been great if youtube was enabled it supports 4g so why not YouTube4 The camera is very badCant expect smartphone standard camera but this VGA camera is really bad Nokia could have increased the price about 500 bucks  give an average 1 megapixel camera on itSometimes we take photos not for posting on social media but for information like the name of a store or number of a vehicleA basic camera that does that job is all that is required5 Was delighted to see an English with Oxford app Assumed they were very thoughtful to give an offline dictionaryBut then upon opening it turned out to be a demo version with Pay INR 50  Play 3 free trailWas even disappointed when upon clicking the free trail option it required internet  was directed to the opera websiteWhats the point to thisOther than this the phone is not bad with some positive features like wireless radio radio recording big screen compared to other feature phones voice recorder  torch call recording option converter app stylish retro design  a good easily typable keypadAll os Ok but battery life is not good While we r not useing a single call also but its draining battery lifeGood addon phone Battery life is 7 days if usage is not very heavy FM works without wired headphones Call quality if good Dual nanosim No profile setting option as was the case with previously released Nokia feature phones Preinstalled games but all except snakes are trial version Internet browser facebook music  video player are there but no option to install any other app as there is no app storeGud for one model in Nokia and worth for moneyBettery not works more than 4 days even not using phoneIt works like any other feature phones from the 20062010 time but the build quality is considerably low Good battery life and good call quality is there nothing special other than that,https://m.media-amazon.com/images/I/41tRgeQp9-L._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Nokia-8210-4G-Display-Wireless/dp/B0B7DHSKS7/ref=sr_1_326?qid=1672895842&s=electronics&sr=1-326
AE556ASSODHNECNYDEABP6Q7Z75QAESPTUXAQMTJ64NCR4QI5N6WL6HAAEOVKYUJ6EB3K2D3CALSVWOITV6QAEAUQLBFFDELPJFM3F6JAIX4VWKAAFEQDV6CWBY2Y4WS6ALF2BXU7VAQAHRRDBQR6IU4V4XBBLSJRRML3GQAAH5BI7KKCSC6IZ2AS4XJZSQ7QO3AAH2OKG3SYK3EHZWPVLNDVBVJCTSQ,Rahul TodurMGgeetaNawangSaffphilomon kanirubManish P,R2T39I2ZEKM9PLR1ZBMWBRCRX6M1R14ROZ9SPSVA1CR1DM63YLI499R0R35NUHSRXCQ4I6R1Q3L7BERE4C6R1334GMRXCJFLOR1ZN9HBT8L7C6Z,B07HK53XM4,"3,5",1,1367,2,This is a good productNot upto the expectationNot recommended for buyingVery delicate productWorth a buyGood productJust fine buyGood stickiness but bad handle,The only issue is that the built quality is very poor It broke on 2nd use Rest the adhesion is goodThe product is not sturdy the handle broke after a weekThe adhesive is working but it is too diffuct to peel the tapeProduct is okay but the stick is very delicate so it broke now it very difficult to use the productThe handle of the product broke when I used it second time so its very poor quality would not recommendIts value for moneyEasy to useProduct of good use Wish the Handle of the roller was easy  to useWe have a beagle dog so we have extensive use of lint rollers in the household Have been using the 3M but its very expensive if you consume 4to 5 rollers every month So thought of trying this one as i though how bad can a lint roller be The stickiness of the glue paper was good enough to remove the dog hair but the quality of the handle is really bad It did not even last 2 days So ended up using a wooden stick or long pencils for the job If the makers had spent some more on making a good handle even if the cost would have been Rs 25 higher then it could have been a great product especially for those households which have pets as they need it more frequently So i might go back to buying the 3M product of look for something in between,Ausente,Ausente
AHYDKTW3WJO4HNGBHBOAFCJ3LOSAAE3EGXXGRBM43FWMTLQB37JMC7OQAGIHOZJO4PWX5Z37R4I4RQXIZWRAAE3CC3KBP4BWJZJMRJD4W6DYTXUAAGMKONPE5QC455TBAZN4QNR73KXQAFH3GSHTIVQMKDP27TOCVV33JPOAAED36GWWMN3IDN6MHKBLYHYCTTYQAHOIB4NI2LLE52QK6Y3ISJQUH2RA,RonishMan Mohan GuptaDr PVS RaoRajat Mandalneeti khandelwalAnilmakwana kevalAjay Srinivasan,RN8Y9B2XGVMGIR2HRBMPLK36A97R2IXY6WFD01C5LR24C42XCBRZQ3UR353E48ZIM1PQVR189724SD6LLWFRNNWCGXGPM79NR16DNFM9D0S57B,B07JZSG42Y,4,2,2377,2,Simple and easy to useProduct is fulfilling the purpose for which it was purchasedGood product not easy to cleanDoes the job very wellVery nice sandwich makerGood quality and received on timeGood Product i Recommenddecent grill,Purchased this last month Its good as working fine for me Size is bit small but you can easily toast 2 normal breads at one go Just make sure you fill same amount of stuff in both sandwich so that both gets heat properly from both side Cord is bit small but its good if you have plug near your kitchen At first use it smells like wire is burning but after next usage that smell will not appear Cleaning of the product is bit difficult as you cant wash directly under tap You need to use clean cloth with wetted with water You can use some liquid soap but make sure it gets cleaned with clean cloth Apply some butter or ghee on both side of bread before making sandwiches else it will stick to your plates in grillOverall goodIt is Ok but does not look sturdy enoughThe top and lower heaters are not parallel if the sandwich is a little thickA little better design would have avoided this problemMakes the breads go crunchy from soft 1010 would recommendVery nice easy to use except there is no temperature control knob  I like my sandwich more crisperQuality is good and easy to use  received in 24 hoursProduct is Good i post review after 4 months from purchaseSufficient for 3 to 4 family memberI suggest go iteasy to use and easy to cleannot bad at all2 issues1 the hook is on one side so if your sandwich is a bit bulky then the upper half may be tilted and loose on one side2 the hook is also flimsy so there is a risk of breaking,Ausente,Ausente
